order_id,order_date,pharmacy_id,pharmacy_name,city,city_tier,distributor_id,distributor_name,sku_id,product_name,category,unit_price,order_qty,order_value,status,delivery_date,lead_time_days,month,year,quarter,is_anomaly,anomaly_type,mean_qty,std_qty,min_qty,max_qty,median_qty,p75_qty,p90_qty,p95_qty,total_orders,total_units,cv,qty_vs_mean,qty_vs_median,qty_vs_p95,qty_vs_max,qty_zscore,order_value_log,order_qty_log,entity_mean_log,entity_cv,entity_p95_log,entity_order_count,order_month,order_dow,is_month_start,is_quarter_end,iso_pred,iso_score,severity,severity_rank
ORD_003708,2025-05-26,PH_07,Sanjeevani Pharmacy - Hazratganj,Lucknow,2,DIST_04,Rajputana Health Distributors,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,690,450,310500,delivered,2025-05-30,3,5,2025,2,1,panic_bulk_order,28.87323943661972,6.34469311982134,22,48,26.0,31.5,38.0,41.5,71,2050,0.21974302239295634,15.585365313872712,17.30769164201186,10.843373232689803,9.374999804687505,66.37463565780833,12.6459424009624,6.111467339502679,3.3969630775233672,0.21974302239295634,3.7495040759303713,71,5,0,0,0,1,-0.12738612425316787,CRITICAL,0
ORD_000285,2024-11-25,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_004,Day Pads - Pack of 6,Day Pad,560,540,302400,delivered,2024-11-27,1,11,2024,4,1,off_cycle_spike,58.753246753246756,14.35009246637717,39,103,55.0,62.0,82.0,85.0,77,4524,0.24424339104869605,9.190981275927154,9.818181639669426,6.352941101730105,5.242718395701763,33.5361406791066,12.619509230160354,6.293419278846481,4.0902235283017845,0.24424339104869605,4.454347296253507,77,11,0,0,0,1,-0.12732815716464074,CRITICAL,0
ORD_000233,2025-06-02,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,468,224640,delivered,2025-06-04,1,6,2025,2,1,off_cycle_spike,44.770270270270274,6.767260624825198,36,62,43.0,49.0,54.7,58.349999999999994,74,3313,0.15115522941490422,10.453365296242369,10.883720677122776,8.020565415243096,7.548386975026017,62.540766589715226,12.322258851376628,6.150602768446279,3.823634759613602,0.15115522941490422,4.083452121055677,74,6,0,1,1,1,-0.12537688143016223,CRITICAL,0
ORD_005606,2025-06-09,PH_11,Ganesh Medicos - Sanjay Place,Agra,3,DIST_04,Rajputana Health Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,320,137600,delivered,2025-06-13,3,6,2025,2,1,panic_bulk_order,19.97222222222222,4.6329263171111315,12,31,18.5,21.25,27.9,29.0,72,1438,0.2319684827053343,16.022252327119492,17.297296362308305,11.034482378121297,10.322580312174829,64.75987151140124,11.832113471896832,5.771441123130016,3.043198810792915,0.2319684827053343,3.4011973816621555,72,6,0,0,1,1,-0.12394534581891359,CRITICAL,0
ORD_001338,2025-05-26,PH_03,Wellness Forever - Koramangala,Bangalore,1,DIST_02,Western India MedSupply Pvt Ltd,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,513,246240,delivered,2025-05-28,2,5,2025,2,1,panic_bulk_order,41.148648648648646,6.116858430022993,28,58,40.0,44.75,50.0,52.69999999999999,74,3045,0.14865271357024654,12.466994770917042,12.82499967937501,9.734345166331213,8.844827433709872,77.1394792947821,12.414066010143083,6.2422232654551655,3.7412026234036335,0.14865271357024654,3.9834130015148186,74,5,0,0,0,1,-0.12326255411020637,CRITICAL,0
ORD_004631,2024-12-02,PH_09,Jan Aushadhi - Civil Lines,Kanpur,3,DIST_05,Himalayan Pharma Agency,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,243,116640,delivered,2024-12-05,2,12,2024,4,1,panic_bulk_order,24.173333333333332,3.9877289253385793,17,36,23.0,26.0,31.0,32.3,75,1813,0.16496395864759875,10.052398922267006,10.56521693194709,7.523219581324472,6.749999812500006,54.874996743438466,11.666856120593938,5.497168225293202,3.2257852331691357,0.16496395864759875,3.505557396986398,75,12,0,1,1,1,-0.12131408315221104,CRITICAL,0
ORD_004118,2024-03-04,PH_08,Himalayan Medicals - Rajpur Road,Dehradun,2,DIST_05,Himalayan Pharma Agency,SKU_004,Day Pads - Pack of 6,Day Pad,560,470,263200,delivered,2024-03-06,2,3,2024,1,1,repeat_excess,35.5,8.737025605911668,24,67,33.0,37.0,50.0,51.69999999999999,74,2627,0.24611339041685293,13.239436246776444,14.242423810835643,9.090908915069463,7.014925268433951,49.730877516843954,12.480673277818179,6.154858094016418,3.597312260588446,0.24611339041685293,3.9646154555473165,74,3,0,1,1,1,-0.12114753116811772,CRITICAL,0
ORD_007515,2024-03-04,PH_14,Sunrise Medical - Salt Lake,Kolkata,1,DIST_01,NorthEast Hygiene Distributors,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,690,486,335340,delivered,2024-03-06,1,3,2024,1,1,panic_bulk_order,39.27777777777778,9.507924378017043,26,69,36.0,41.0,53.9,58.0,72,2828,0.2420687898826995,12.373408454425245,13.499999625000012,8.379310200356722,7.043478158790172,46.98419523307091,12.722903203535424,6.18826412308259,3.69579989695851,0.2420687898826995,4.07753744390572,72,3,0,1,1,1,-0.12060065781096485,CRITICAL,0
ORD_005762,2025-05-26,PH_11,Ganesh Medicos - Sanjay Place,Agra,3,DIST_04,Rajputana Health Distributors,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,297,142560,delivered,2025-05-30,3,5,2025,2,1,repeat_excess,22.974025974025974,3.54658481379224,15,35,23.0,25.0,27.400000000000006,29.200000000000003,77,1769,0.1543736680470492,12.927642173302177,12.913042916824221,10.171232528382447,8.485714043265313,77.26472399464308,11.867525257270382,5.697093486505405,3.1769709932091135,0.1543736680470492,3.4078419243808242,77,5,0,0,0,1,-0.12024560638195447,CRITICAL,0
ORD_001602,2024-05-27,PH_03,Wellness Forever - Koramangala,Bangalore,1,DIST_02,Western India MedSupply Pvt Ltd,SKU_007,Super Pack with Wet Bag and Pouch,Super Pack,1100,256,281600,delivered,2024-05-30,2,5,2024,2,1,off_cycle_spike,18.208333333333332,4.083417168824156,13,29,17.0,19.5,25.0,26.0,72,1311,0.2242608848272735,14.0594957953595,15.058822643598667,9.846153467455636,8.827585902497038,58.23348401644109,12.548246454396082,5.54907608489522,2.955344212648703,0.2242608848272735,3.295836866004329,72,5,0,0,0,1,-0.11873271021774623,CRITICAL,0
ORD_001363,2024-05-13,PH_03,Wellness Forever - Koramangala,Bangalore,1,DIST_02,Western India MedSupply Pvt Ltd,SKU_004,Day Pads - Pack of 6,Day Pad,560,520,291200,delivered,2024-05-15,2,5,2024,2,1,repeat_excess,56.263888888888886,13.733882287674732,37,90,52.5,65.75,78.0,83.45,72,4051,0.24409763197668508,9.242162264765323,9.904761716099777,6.231276138630603,5.777777713580248,33.76584039615978,12.581769029364706,6.255750041753367,4.047670213690845,0.24409763197668508,4.436159643253809,72,5,0,0,0,1,-0.1187310650425144,CRITICAL,0
ORD_004645,2025-03-10,PH_09,Jan Aushadhi - Civil Lines,Kanpur,3,DIST_05,Himalayan Pharma Agency,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,279,133920,delivered,2025-03-13,2,3,2025,1,1,off_cycle_spike,24.173333333333332,3.9877289253385793,17,36,23.0,26.0,31.0,32.3,75,1813,0.16496395864759875,11.541643207047303,12.13043425519851,8.63777063040958,7.749999784722228,63.902689359041915,11.805005352839988,5.634789603169249,3.2257852331691357,0.16496395864759875,3.505557396986398,75,3,0,0,1,1,-0.1182201821494634,CRITICAL,0
ORD_001028,2024-01-01,PH_02,MedPlus - Andheri West,Mumbai,1,DIST_02,Western India MedSupply Pvt Ltd,SKU_007,Super Pack with Wet Bag and Pouch,Super Pack,1100,260,286000,delivered,2024-01-03,2,1,2024,1,1,repeat_excess,20.26027397260274,5.025013535803421,13,35,19.0,23.0,28.0,29.0,73,1479,0.24802296822716227,12.832994633665578,13.68420980609422,8.965516932223554,7.428571216326537,47.70926020596409,12.563750586299374,5.564520407322694,3.056840259594773,0.24802296822716227,3.4011973816621555,73,1,0,1,0,1,-0.11813219631128757,CRITICAL,0
ORD_005138,2024-01-15,PH_10,Sharma Medical Hall - Sadar Bazar,Meerut,3,DIST_04,Rajputana Health Distributors,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,240,115200,delivered,2024-01-19,3,1,2024,1,1,panic_bulk_order,21.68421052631579,3.3154608581243092,16,32,21.0,23.25,26.0,28.0,76,1648,0.15289745970706342,11.06796065463288,11.428570884353768,8.571428265306134,7.499999765625008,65.8477759105316,11.654433707761807,5.484796933490655,3.1216691109373076,0.15289745970706342,3.367295829986474,76,1,0,0,0,1,-0.1163785515623319,CRITICAL,0
ORD_004736,2025-06-02,PH_09,Jan Aushadhi - Civil Lines,Kanpur,3,DIST_05,Himalayan Pharma Agency,SKU_004,Day Pads - Pack of 6,Day Pad,560,400,224000,delivered,2025-06-04,2,6,2025,2,1,unusual_combo,32.57534246575342,7.928355945975701,22,55,30.0,34.0,45.0,49.0,73,2378,0.24338518346892676,12.279225863589788,13.333332888888902,8.163265139525201,7.272727140495871,46.343102365080206,12.319405795112926,5.993961427306569,3.5137919423797213,0.24338518346892676,3.912023005428146,73,6,0,1,1,1,-0.11514105472176273,CRITICAL,0
ORD_006421,2024-05-27,PH_12,Rishikesh Pharma - Haridwar Road,Haridwar,3,DIST_05,Himalayan Pharma Agency,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,690,330,227700,delivered,2024-05-30,2,5,2024,2,1,unusual_combo,20.164383561643834,4.972182894838647,12,32,19.0,22.0,29.0,29.39999999999999,73,1472,0.24658242752901088,16.365488318831083,17.368420138504202,11.224489414133016,10.312499677734387,62.3137886673861,12.33578864378571,5.802118375377063,3.0523197481834545,0.24658242752901088,3.414442608412176,73,5,0,0,0,1,-0.11425655694134551,CRITICAL,0
ORD_006848,2025-01-06,PH_13,Lifeline Pharmacy - Paltan Bazar,Dehradun,2,DIST_05,Himalayan Pharma Agency,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,256,122880,delivered,2025-01-08,2,1,2025,1,1,panic_bulk_order,26.72,3.8853849508402916,18,41,26.0,29.0,32.0,33.3,75,2004,0.14541110798761914,9.580837964788998,9.846153467455636,7.687687456826204,6.243902286734091,59.01086865010506,11.718971686369219,5.54907608489522,3.3221541743217022,0.14541110798761914,3.535145354171894,75,1,0,1,0,1,-0.11415271875357669,CRITICAL,0
ORD_004162,2025-01-06,PH_08,Himalayan Medicals - Rajpur Road,Dehradun,2,DIST_05,Himalayan Pharma Agency,SKU_004,Day Pads - Pack of 6,Day Pad,560,450,252000,delivered,2025-01-08,2,1,2025,1,1,off_cycle_spike,35.5,8.737025605911668,24,67,33.0,37.0,50.0,51.69999999999999,74,2627,0.24611339041685293,12.676055980956171,13.63636322314051,8.704061727194166,6.71641781020272,47.44176923068313,12.437188334739655,6.111467339502679,3.597312260588446,0.24611339041685293,3.9646154555473165,74,1,0,1,0,1,-0.11351671972069155,CRITICAL,0
ORD_007146,2024-09-02,PH_13,Lifeline Pharmacy - Paltan Bazar,Dehradun,2,DIST_05,Himalayan Pharma Agency,SKU_007,Super Pack with Wet Bag and Pouch,Super Pack,1100,119,130900,delivered,2024-09-04,2,9,2024,3,1,repeat_excess,11.573333333333334,2.9000155327325556,7,20,11.0,12.0,16.60000000000001,17.299999999999997,75,868,0.2505773573290782,10.282257176072248,10.818180834710834,6.878612319155358,5.949999702500015,37.043466978253164,11.782196591288216,4.787491742782046,2.531578169097147,0.2505773573290782,2.906901059847375,75,9,0,1,1,1,-0.11300777926997252,CRITICAL,0
ORD_007397,2024-12-09,PH_14,Sunrise Medical - Salt Lake,Kolkata,1,DIST_01,NorthEast Hygiene Distributors,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,423,203040,delivered,2024-12-11,1,12,2024,4,1,repeat_excess,40.54054054054054,6.732031770469295,26,60,39.0,44.75,50.7,54.349999999999994,74,3000,0.1660567795755087,10.433999742628007,10.846153568047345,7.782888541253202,7.0499998825000025,56.81188320074056,12.22116320807399,6.049733455231958,3.7266698308943713,0.1660567795755087,4.013676659154646,74,12,0,0,1,1,-0.11279819993868656,CRITICAL,0
ORD_006312,2025-05-05,PH_12,Rishikesh Pharma - Haridwar Road,Haridwar,3,DIST_05,Himalayan Pharma Agency,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,210,100800,delivered,2025-05-07,2,5,2025,2,1,panic_bulk_order,20.605263157894736,3.0987263937233798,15,29,20.0,23.0,25.0,26.0,76,1566,0.1503851816690313,10.191570386615997,10.499999475000026,8.076922766272201,7.241379060642101,61.120167338931886,11.520903555205116,5.351858133476067,3.0729369497260426,0.1503851816690313,3.295836866004329,76,5,0,1,0,1,-0.11263063142223517,CRITICAL,0
ORD_002789,2024-06-10,PH_06,Jaipur Medicos - MI Road,Jaipur,2,DIST_04,Rajputana Health Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,400,172000,delivered,2024-06-13,3,6,2024,2,1,off_cycle_spike,28.10810810810811,6.534560528698241,19,48,26.0,30.75,39.10000000000001,41.349999999999994,74,2080,0.23247954900008805,14.230768724482266,15.38461479289943,9.673518508500159,8.333333159722226,56.9115296043401,12.055255569732177,5.993961427306569,3.3710167645121643,0.23247954900008805,3.745968421098063,74,6,0,0,1,1,-0.11118936029414905,CRITICAL,0
ORD_000484,2024-03-04,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_007,Super Pack with Wet Bag and Pouch,Super Pack,1100,200,220000,delivered,2024-03-06,1,3,2024,1,1,panic_bulk_order,19.13888888888889,4.792322367873564,12,31,17.0,20.5,27.0,28.0,72,1378,0.2503970917694528,10.449926885054618,11.764705190311458,7.142856887755111,6.451612695109268,37.73975527685693,12.301387370778713,5.303304908059076,3.002652716398565,0.2503970917694528,3.367295829986474,72,3,0,1,1,1,-0.11101562524378539,CRITICAL,0
ORD_007032,2024-01-01,PH_13,Lifeline Pharmacy - Paltan Bazar,Dehradun,2,DIST_05,Himalayan Pharma Agency,SKU_006,Heavy Flow Pack,Heavy Flow,699,220,153780,delivered,2024-01-03,2,1,2024,1,1,panic_bulk_order,17.794520547945204,5.161176933256355,11,37,16.0,18.0,25.799999999999997,27.0,73,1299,0.29004302921830083,12.36335573323713,13.749999140625054,8.148147846364894,5.945945785244709,39.178164765281934,11.943284791361231,5.3981627015177525,2.9335653671374393,0.29004302921830083,3.332204510175204,73,1,0,1,0,1,-0.1108426394690174,CRITICAL,0
ORD_007422,2025-06-02,PH_14,Sunrise Medical - Salt Lake,Kolkata,1,DIST_01,NorthEast Hygiene Distributors,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,400,192000,delivered,2025-06-04,1,6,2025,2,1,panic_bulk_order,40.54054054054054,6.732031770469295,26,60,39.0,44.75,50.7,54.349999999999994,74,3000,0.1660567795755087,9.866666423288896,10.256409993425386,7.3597054763623655,6.666666555555557,53.39538170940919,12.165255859329688,5.993961427306569,3.7266698308943713,0.1660567795755087,4.013676659154646,74,6,0,1,1,1,-0.1105662790602745,CRITICAL,0
ORD_003117,2024-09-02,PH_06,Jaipur Medicos - MI Road,Jaipur,2,DIST_04,Rajputana Health Distributors,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,690,360,248400,cancelled,,3,9,2024,3,1,panic_bulk_order,31.486842105263158,7.498432584751974,20,51,30.0,32.5,45.0,46.5,76,2393,0.23814494707151443,11.433346899734907,11.999999600000013,7.741935317377735,7.058823391003464,43.81090452848267,12.422799654798252,5.8888779583328805,3.4808351490588483,0.23814494707151443,3.8607297110405954,76,9,0,1,1,1,-0.10937335673797699,CRITICAL,0
ORD_001415,2025-05-12,PH_03,Wellness Forever - Koramangala,Bangalore,1,DIST_02,Western India MedSupply Pvt Ltd,SKU_004,Day Pads - Pack of 6,Day Pad,560,480,268800,delivered,2025-05-14,2,5,2025,2,1,off_cycle_spike,56.263888888888886,13.733882287674732,37,90,52.5,65.75,78.0,83.45,72,4051,0.24409763197668508,8.53122670593722,9.142856968707486,5.751947204889788,5.333333274074075,30.85333566882622,12.501726607862306,6.175867270105761,4.047670213690845,0.24409763197668508,4.436159643253809,72,5,0,0,0,1,-0.10885048102634254,CRITICAL,0
ORD_000524,2024-12-09,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_007,Super Pack with Wet Bag and Pouch,Super Pack,1100,216,237600,delivered,2024-12-11,1,12,2024,4,1,panic_bulk_order,19.13888888888889,4.792322367873564,12,31,17.0,20.5,27.0,28.0,72,1378,0.2503970917694528,11.285921035858987,12.705881605536375,7.71428543877552,6.967741710718009,41.07842814423054,12.378348075215978,5.37989735354046,3.002652716398565,0.2503970917694528,3.367295829986474,72,12,0,0,1,1,-0.10847159690693986,CRITICAL,0
ORD_005506,2025-01-13,PH_10,Sharma Medical Hall - Sadar Bazar,Meerut,3,DIST_04,Rajputana Health Distributors,SKU_007,Super Pack with Wet Bag and Pouch,Super Pack,1100,108,118800,delivered,2025-01-16,3,1,2025,1,1,unusual_combo,9.413333333333334,2.302133753677188,7,16,9.0,10.5,13.0,14.0,75,706,0.24456092518940473,11.473086599884567,11.999998666666816,7.7142851632653455,6.749999578125026,42.82402083943813,11.685205103383671,4.6913478822291435,2.3430870363033756,0.24456092518940473,2.70805020110221,75,1,0,0,0,1,-0.10813805259033016,CRITICAL,0
ORD_001160,2025-01-06,PH_03,Wellness Forever - Koramangala,Bangalore,1,DIST_02,Western India MedSupply Pvt Ltd,SKU_001,Starter Pack with Wet Bag,Starter,430,423,181890,delivered,2025-01-08,2,1,2025,1,1,unusual_combo,36.63157894736842,9.05956894524702,26,61,33.0,39.5,52.0,54.25,76,2784,0.2473158121561681,11.547413477872334,12.818181429752078,7.797234879313643,6.934426115829081,42.6475454560991,12.111162885547131,6.049733455231958,3.627843563527567,0.2473158121561681,4.0118683403978626,76,1,0,1,0,1,-0.10713800303383081,CRITICAL,0
ORD_003242,2024-01-15,PH_06,Jaipur Medicos - MI Road,Jaipur,2,DIST_04,Rajputana Health Distributors,SKU_007,Super Pack with Wet Bag and Pouch,Super Pack,1100,170,187000,cancelled,,3,1,2024,1,1,repeat_excess,13.87012987012987,3.3574373425616764,9,25,13.0,15.0,18.400000000000006,20.200000000000003,77,1068,0.24206241267644504,12.256553423450736,13.076922071005995,8.415841167532614,6.79999972800001,46.50267680291795,12.138869243416009,5.14166355650266,2.6993544941346563,0.24206241267644504,3.054001181677967,77,1,0,0,0,1,-0.10695781076902466,CRITICAL,0
ORD_000076,2025-06-09,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,504,216720,delivered,2025-06-10,1,6,2025,2,1,panic_bulk_order,38.413333333333334,9.43268230650728,25,67,35.0,41.0,53.60000000000001,57.3,75,2881,0.2455574989834202,13.120443948617392,14.399999588571442,8.795811364820047,7.522387947427045,49.35887822561313,12.28636609099713,6.22455842927536,3.674104168531782,0.2455574989834202,4.065602093356446,75,6,0,0,1,1,-0.10648324303599832,CRITICAL,0
ORD_000914,2024-11-04,PH_02,MedPlus - Andheri West,Mumbai,1,DIST_02,Western India MedSupply Pvt Ltd,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,690,405,279450,delivered,2024-11-07,2,11,2024,4,1,repeat_excess,46.50684931506849,10.90632243709944,30,77,43.0,53.0,62.599999999999994,67.79999999999998,73,3395,0.23451002085096545,8.708394510835701,9.418604432125479,5.97345123932963,5.259740191431946,32.87021082333439,12.540582243149126,6.0063531596017325,3.8608738967520413,0.23451002085096545,4.231203744939298,73,11,0,1,0,1,-0.10559273680174219,CRITICAL,0
ORD_001290,2024-06-24,PH_03,Wellness Forever - Koramangala,Bangalore,1,DIST_02,Western India MedSupply Pvt Ltd,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,480,387,185760,delivered,2024-06-26,2,6,2024,2,1,panic_bulk_order,41.148648648648646,6.116858430022993,28,58,40.0,44.75,50.0,52.69999999999999,74,3045,0.14865271357024654,9.404925879814611,9.674999758125006,7.343453371091968,6.672413678061833,56.5406734138488,12.132216180207495,5.961005339623274,3.7412026234036335,0.14865271357024654,3.9834130015148186,74,6,0,0,1,1,-0.10524955048157514,CRITICAL,0
ORD_000576,2024-06-03,PH_02,MedPlus - Andheri West,Mumbai,1,DIST_02,Western India MedSupply Pvt Ltd,SKU_001,Starter Pack with Wet Bag,Starter,430,441,189630,delivered,2024-06-06,2,6,2024,2,1,repeat_excess,40.61333333333334,9.74803283458484,29,72,37.0,42.5,55.0,58.3,75,3046,0.24002050052275953,10.858502687331681,11.918918596785984,7.564322340234609,6.124999914930557,41.0735819613329,12.15283535754775,6.091309882077698,3.7284206287344692,0.24002050052275953,4.08260930600368,75,6,0,1,1,1,-0.1037479994779178,CRITICAL,0
