order_id,order_date,pharmacy_id,pharmacy_name,city,city_tier,distributor_id,distributor_name,sku_id,product_name,category,unit_price,order_qty,order_value,status,delivery_date,lead_time_days,month,year,quarter,is_anomaly,anomaly_type
ORD_000012,2024-03-18,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,42,18060,delivered,2024-03-20,1,3,2024,1,0,
ORD_000013,2024-03-25,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,38,16340,delivered,2024-03-27,1,3,2024,1,0,
ORD_000014,2024-04-01,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,35,15050,delivered,2024-04-03,1,4,2024,2,0,
ORD_000015,2024-04-08,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,160,68800,delivered,2024-04-09,1,4,2024,2,1,off_cycle_spike
ORD_000016,2024-04-15,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,29,12470,delivered,2024-04-17,1,4,2024,2,0,
ORD_000017,2024-04-22,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,25,10750,delivered,2024-04-23,1,4,2024,2,0,
ORD_000018,2024-04-29,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,26,11180,delivered,2024-05-01,1,4,2024,2,0,
ORD_000019,2024-05-06,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,38,16340,delivered,2024-05-08,1,5,2024,2,0,
ORD_000020,2024-05-13,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,37,15910,delivered,2024-05-14,1,5,2024,2,0,
ORD_000021,2024-05-20,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,35,15050,delivered,2024-05-22,1,5,2024,2,0,
ORD_000022,2024-05-27,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,62,26660,delivered,2024-05-28,1,5,2024,2,0,
ORD_000023,2024-06-03,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,58,24940,delivered,2024-06-04,1,6,2024,2,0,
ORD_000024,2024-06-10,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,56,24080,delivered,2024-06-12,1,6,2024,2,0,
ORD_000025,2024-06-17,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,35,15050,delivered,2024-06-18,1,6,2024,2,0,
ORD_000026,2024-06-24,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,34,14620,delivered,2024-06-25,1,6,2024,2,0,
ORD_000027,2024-07-01,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,29,12470,delivered,2024-07-02,1,7,2024,3,0,
ORD_000028,2024-07-08,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,31,13330,delivered,2024-07-10,1,7,2024,3,0,
ORD_000029,2024-07-15,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,28,12040,delivered,2024-07-16,1,7,2024,3,0,
ORD_000030,2024-07-22,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,28,12040,cancelled,,1,7,2024,3,0,
ORD_000031,2024-07-29,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,31,13330,delivered,2024-07-31,1,7,2024,3,0,
ORD_000032,2024-08-05,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,33,14190,delivered,2024-08-07,1,8,2024,3,0,
ORD_000033,2024-08-12,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,31,13330,delivered,2024-08-14,1,8,2024,3,0,
ORD_000034,2024-08-19,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,35,15050,delivered,2024-08-21,1,8,2024,3,0,
ORD_000035,2024-08-26,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,28,12040,delivered,2024-08-28,1,8,2024,3,0,
ORD_000036,2024-09-02,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,57,24510,delivered,2024-09-04,1,9,2024,3,0,
ORD_000037,2024-09-09,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,49,21070,delivered,2024-09-11,1,9,2024,3,0,
ORD_000038,2024-09-16,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,34,14620,delivered,2024-09-18,1,9,2024,3,0,
ORD_000039,2024-09-23,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,38,16340,delivered,2024-09-25,1,9,2024,3,0,
ORD_000040,2024-09-30,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,33,14190,delivered,2024-10-01,1,9,2024,3,0,
ORD_000041,2024-10-07,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,32,13760,delivered,2024-10-09,1,10,2024,4,0,
ORD_000042,2024-10-14,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,32,13760,delivered,2024-10-16,1,10,2024,4,0,
ORD_000043,2024-10-21,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,34,14620,delivered,2024-10-23,1,10,2024,4,0,
ORD_000044,2024-10-28,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,36,15480,delivered,2024-10-30,1,10,2024,4,0,
ORD_000045,2024-11-04,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,38,16340,delivered,2024-11-06,1,11,2024,4,0,
ORD_000046,2024-11-11,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,33,14190,delivered,2024-11-13,1,11,2024,4,0,
ORD_000047,2024-11-18,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,36,15480,delivered,2024-11-20,1,11,2024,4,0,
ORD_000048,2024-11-25,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,272,116960,delivered,2024-11-27,1,11,2024,4,1,off_cycle_spike
ORD_000049,2024-12-02,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,344,147920,delivered,2024-12-04,1,12,2024,4,1,panic_bulk_order
ORD_000050,2024-12-09,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,42,18060,delivered,2024-12-10,1,12,2024,4,0,
ORD_000051,2024-12-16,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,37,15910,delivered,2024-12-18,1,12,2024,4,0,
ORD_000052,2024-12-23,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,37,15910,delivered,2024-12-24,1,12,2024,4,0,
ORD_000053,2024-12-30,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,34,14620,delivered,2024-12-31,1,12,2024,4,0,
ORD_000054,2025-01-06,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,50,21500,delivered,2025-01-07,1,1,2025,1,0,
ORD_000055,2025-01-13,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,46,19780,delivered,2025-01-14,1,1,2025,1,0,
ORD_000056,2025-01-20,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,51,21930,delivered,2025-01-22,1,1,2025,1,0,
ORD_000057,2025-01-27,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,33,14190,delivered,2025-01-29,1,1,2025,1,0,
ORD_000058,2025-02-03,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,38,16340,delivered,2025-02-04,1,2,2025,1,0,
ORD_000059,2025-02-10,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,35,15050,delivered,2025-02-12,1,2,2025,1,0,
ORD_000060,2025-02-17,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,34,14620,cancelled,,1,2,2025,1,0,
ORD_000061,2025-02-24,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,37,15910,delivered,2025-02-26,1,2,2025,1,0,
ORD_000062,2025-03-03,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,53,22790,delivered,2025-03-04,1,3,2025,1,0,
ORD_000063,2025-03-10,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,54,23220,delivered,2025-03-11,1,3,2025,1,0,
ORD_000064,2025-03-17,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,37,15910,delivered,2025-03-19,1,3,2025,1,0,
ORD_000065,2025-03-24,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,33,14190,cancelled,,1,3,2025,1,0,
ORD_000066,2025-03-31,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,36,15480,delivered,2025-04-02,1,3,2025,1,0,
ORD_000067,2025-04-07,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,27,11610,delivered,2025-04-09,1,4,2025,2,0,
ORD_000068,2025-04-14,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,29,12470,delivered,2025-04-15,1,4,2025,2,0,
ORD_000069,2025-04-21,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,31,13330,delivered,2025-04-22,1,4,2025,2,0,
ORD_000070,2025-04-28,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,31,13330,delivered,2025-04-30,1,4,2025,2,0,
ORD_000071,2025-05-05,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,36,15480,delivered,2025-05-07,1,5,2025,2,0,
ORD_000072,2025-05-12,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,30,12900,delivered,2025-05-13,1,5,2025,2,0,
ORD_000073,2025-05-19,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,35,15050,delivered,2025-05-20,1,5,2025,2,0,
ORD_000074,2025-05-26,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,67,28810,delivered,2025-05-28,1,5,2025,2,0,
ORD_000075,2025-06-02,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,58,24940,delivered,2025-06-04,1,6,2025,2,0,
ORD_000076,2025-06-09,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,504,216720,delivered,2025-06-10,1,6,2025,2,1,panic_bulk_order
ORD_000077,2025-06-16,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,36,15480,shipped,,1,6,2025,2,0,
ORD_000078,2025-06-23,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,39,16770,processing,,1,6,2025,2,0,
ORD_000079,2025-06-30,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_001,Starter Pack with Wet Bag,Starter,430,30,12900,pending,,1,6,2025,2,0,
ORD_000080,2024-01-01,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,44,19800,delivered,2024-01-03,1,1,2024,1,0,
ORD_000081,2024-01-08,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,42,18900,delivered,2024-01-10,1,1,2024,1,0,
ORD_000082,2024-01-15,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,42,18900,delivered,2024-01-16,1,1,2024,1,0,
ORD_000083,2024-01-22,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,32,14400,delivered,2024-01-23,1,1,2024,1,0,
ORD_000084,2024-01-29,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,29,13050,delivered,2024-01-30,1,1,2024,1,0,
ORD_000085,2024-02-05,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,33,14850,delivered,2024-02-06,1,2,2024,1,0,
ORD_000086,2024-02-12,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,30,13500,delivered,2024-02-13,1,2,2024,1,0,
ORD_000087,2024-02-19,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,33,14850,delivered,2024-02-21,1,2,2024,1,0,
ORD_000088,2024-02-26,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,31,13950,delivered,2024-02-28,1,2,2024,1,0,
ORD_000089,2024-03-04,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,46,20700,delivered,2024-03-05,1,3,2024,1,0,
ORD_000090,2024-03-11,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,43,19350,delivered,2024-03-13,1,3,2024,1,0,
ORD_000091,2024-03-18,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,31,13950,delivered,2024-03-19,1,3,2024,1,0,
ORD_000092,2024-03-25,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,31,13950,delivered,2024-03-27,1,3,2024,1,0,
ORD_000093,2024-04-01,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,29,13050,delivered,2024-04-03,1,4,2024,2,0,
ORD_000094,2024-04-08,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,34,15300,delivered,2024-04-09,1,4,2024,2,0,
ORD_000095,2024-04-15,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,290,130500,delivered,2024-04-17,1,4,2024,2,1,unusual_combo
ORD_000096,2024-04-22,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,29,13050,delivered,2024-04-24,1,4,2024,2,0,
ORD_000097,2024-04-29,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,27,12150,delivered,2024-05-01,1,4,2024,2,0,
ORD_000098,2024-05-06,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,34,15300,delivered,2024-05-08,1,5,2024,2,0,
ORD_000099,2024-05-13,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,33,14850,delivered,2024-05-14,1,5,2024,2,0,
ORD_000100,2024-05-20,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,28,12600,delivered,2024-05-22,1,5,2024,2,0,
ORD_000101,2024-05-27,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,59,26550,delivered,2024-05-28,1,5,2024,2,0,
ORD_000102,2024-06-03,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,51,22950,delivered,2024-06-05,1,6,2024,2,0,
ORD_000103,2024-06-10,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,56,25200,delivered,2024-06-12,1,6,2024,2,0,
ORD_000104,2024-06-17,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,30,13500,delivered,2024-06-18,1,6,2024,2,0,
ORD_000105,2024-06-24,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,29,13050,delivered,2024-06-26,1,6,2024,2,0,
ORD_000106,2024-07-01,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,31,13950,delivered,2024-07-03,1,7,2024,3,0,
ORD_000107,2024-07-08,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,31,13950,delivered,2024-07-10,1,7,2024,3,0,
ORD_000108,2024-07-15,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,28,12600,delivered,2024-07-17,1,7,2024,3,0,
ORD_000109,2024-07-22,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,29,13050,delivered,2024-07-23,1,7,2024,3,0,
ORD_000110,2024-07-29,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,26,11700,delivered,2024-07-30,1,7,2024,3,0,
ORD_000111,2024-08-05,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,29,13050,delivered,2024-08-06,1,8,2024,3,0,
ORD_000112,2024-08-12,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,26,11700,delivered,2024-08-13,1,8,2024,3,0,
ORD_000113,2024-08-19,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,26,11700,delivered,2024-08-20,1,8,2024,3,0,
ORD_000114,2024-08-26,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,24,10800,delivered,2024-08-27,1,8,2024,3,0,
ORD_000115,2024-09-02,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,43,19350,delivered,2024-09-04,1,9,2024,3,0,
ORD_000116,2024-09-09,PH_01,Apollo Pharmacy - Connaught Place,Delhi,1,DIST_01,NorthEast Hygiene Distributors,SKU_002,Sampler Pack with Pads,Sampler,450,47,21150,delivered,2024-09-10,1,9,2024,3,0,
