snapshot_id,snapshot_date,distributor_id,distributor_name,city,sku_id,product_name,category,current_stock,reorder_level,max_capacity,n_assigned_pharmacies,is_low_stock,is_out_of_stock,month,year
SNAP_000029,2024-07-15,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,32,16,96,2,0,0,7,2024
SNAP_000030,2024-07-22,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,40,16,96,2,0,0,7,2024
SNAP_000031,2024-07-29,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,31,16,96,2,0,0,7,2024
SNAP_000032,2024-08-05,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,22,16,96,2,0,0,8,2024
SNAP_000033,2024-08-12,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,29,16,96,2,0,0,8,2024
SNAP_000034,2024-08-19,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,30,16,96,2,0,0,8,2024
SNAP_000035,2024-08-26,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,23,16,96,2,0,0,8,2024
SNAP_000036,2024-09-02,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,42,16,96,2,0,0,9,2024
SNAP_000037,2024-09-09,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,33,16,96,2,0,0,9,2024
SNAP_000038,2024-09-16,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,33,16,96,2,0,0,9,2024
SNAP_000039,2024-09-23,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,38,16,96,2,0,0,9,2024
SNAP_000040,2024-09-30,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,22,16,96,2,0,0,9,2024
SNAP_000041,2024-10-07,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,37,16,96,2,0,0,10,2024
SNAP_000042,2024-10-14,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,33,16,96,2,0,0,10,2024
SNAP_000043,2024-10-21,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,36,16,96,2,0,0,10,2024
SNAP_000044,2024-10-28,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,20,16,96,2,0,0,10,2024
SNAP_000045,2024-11-04,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,38,16,96,2,0,0,11,2024
SNAP_000046,2024-11-11,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,26,16,96,2,0,0,11,2024
SNAP_000047,2024-11-18,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,39,16,96,2,0,0,11,2024
SNAP_000048,2024-11-25,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,21,16,96,2,0,0,11,2024
SNAP_000049,2024-12-02,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,47,16,96,2,0,0,12,2024
SNAP_000050,2024-12-09,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,48,16,96,2,0,0,12,2024
SNAP_000051,2024-12-16,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,37,16,96,2,0,0,12,2024
SNAP_000052,2024-12-23,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,34,16,96,2,0,0,12,2024
SNAP_000053,2024-12-30,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,42,16,96,2,0,0,12,2024
SNAP_000054,2025-01-06,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,60,16,96,2,0,0,1,2025
SNAP_000055,2025-01-13,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,52,16,96,2,0,0,1,2025
SNAP_000056,2025-01-20,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,37,16,96,2,0,0,1,2025
SNAP_000057,2025-01-27,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,26,16,96,2,0,0,1,2025
SNAP_000058,2025-02-03,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,36,16,96,2,0,0,2,2025
SNAP_000059,2025-02-10,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,30,16,96,2,0,0,2,2025
SNAP_000060,2025-02-17,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,41,16,96,2,0,0,2,2025
SNAP_000061,2025-02-24,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,36,16,96,2,0,0,2,2025
SNAP_000062,2025-03-03,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,46,16,96,2,0,0,3,2025
SNAP_000063,2025-03-10,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,58,16,96,2,0,0,3,2025
SNAP_000064,2025-03-17,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,34,16,96,2,0,0,3,2025
SNAP_000065,2025-03-24,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,30,16,96,2,0,0,3,2025
SNAP_000066,2025-03-31,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,30,16,96,2,0,0,3,2025
SNAP_000067,2025-04-07,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,31,16,96,2,0,0,4,2025
SNAP_000068,2025-04-14,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,32,16,96,2,0,0,4,2025
SNAP_000069,2025-04-21,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,23,16,96,2,0,0,4,2025
SNAP_000070,2025-04-28,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,18,16,96,2,0,0,4,2025
SNAP_000071,2025-05-05,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,41,16,96,2,0,0,5,2025
SNAP_000072,2025-05-12,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,38,16,96,2,0,0,5,2025
SNAP_000073,2025-05-19,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,22,16,96,2,0,0,5,2025
SNAP_000074,2025-05-26,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,56,16,96,2,0,0,5,2025
SNAP_000075,2025-06-02,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,55,16,96,2,0,0,6,2025
SNAP_000076,2025-06-09,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,47,16,96,2,0,0,6,2025
SNAP_000077,2025-06-16,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,31,16,96,2,0,0,6,2025
SNAP_000078,2025-06-23,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,27,16,96,2,0,0,6,2025
SNAP_000079,2025-06-30,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_001,Starter Pack with Wet Bag,Starter,37,16,96,2,0,0,6,2025
SNAP_000080,2024-01-01,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,43,14,84,2,0,0,1,2024
SNAP_000081,2024-01-08,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,38,14,84,2,0,0,1,2024
SNAP_000082,2024-01-15,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,43,14,84,2,0,0,1,2024
SNAP_000083,2024-01-22,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,22,14,84,2,0,0,1,2024
SNAP_000084,2024-01-29,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,20,14,84,2,0,0,1,2024
SNAP_000085,2024-02-05,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,18,14,84,2,0,0,2,2024
SNAP_000086,2024-02-12,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,23,14,84,2,0,0,2,2024
SNAP_000087,2024-02-19,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,30,14,84,2,0,0,2,2024
SNAP_000088,2024-02-26,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,27,14,84,2,0,0,2,2024
SNAP_000089,2024-03-04,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,41,14,84,2,0,0,3,2024
SNAP_000090,2024-03-11,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,35,14,84,2,0,0,3,2024
SNAP_000091,2024-03-18,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,36,14,84,2,0,0,3,2024
SNAP_000092,2024-03-25,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,28,14,84,2,0,0,3,2024
SNAP_000093,2024-04-01,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,19,14,84,2,0,0,4,2024
SNAP_000094,2024-04-08,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,22,14,84,2,0,0,4,2024
SNAP_000095,2024-04-15,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,17,14,84,2,0,0,4,2024
SNAP_000096,2024-04-22,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,21,14,84,2,0,0,4,2024
SNAP_000097,2024-04-29,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,32,14,84,2,0,0,4,2024
SNAP_000098,2024-05-06,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,18,14,84,2,0,0,5,2024
SNAP_000099,2024-05-13,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,26,14,84,2,0,0,5,2024
SNAP_000100,2024-05-20,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,22,14,84,2,0,0,5,2024
SNAP_000101,2024-05-27,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,61,14,84,2,0,0,5,2024
SNAP_000102,2024-06-03,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,47,14,84,2,0,0,6,2024
SNAP_000103,2024-06-10,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,47,14,84,2,0,0,6,2024
SNAP_000104,2024-06-17,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,42,14,84,2,0,0,6,2024
SNAP_000105,2024-06-24,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,29,14,84,2,0,0,6,2024
SNAP_000106,2024-07-01,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,32,14,84,2,0,0,7,2024
SNAP_000107,2024-07-08,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,27,14,84,2,0,0,7,2024
SNAP_000108,2024-07-15,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,18,14,84,2,0,0,7,2024
SNAP_000109,2024-07-22,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,23,14,84,2,0,0,7,2024
SNAP_000110,2024-07-29,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,26,14,84,2,0,0,7,2024
SNAP_000111,2024-08-05,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,22,14,84,2,0,0,8,2024
SNAP_000112,2024-08-12,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,23,14,84,2,0,0,8,2024
SNAP_000113,2024-08-19,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,32,14,84,2,0,0,8,2024
SNAP_000114,2024-08-26,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,22,14,84,2,0,0,8,2024
SNAP_000115,2024-09-02,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,43,14,84,2,0,0,9,2024
SNAP_000116,2024-09-09,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,38,14,84,2,0,0,9,2024
SNAP_000117,2024-09-16,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,31,14,84,2,0,0,9,2024
SNAP_000118,2024-09-23,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,26,14,84,2,0,0,9,2024
SNAP_000119,2024-09-30,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,36,14,84,2,0,0,9,2024
SNAP_000120,2024-10-07,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,35,14,84,2,0,0,10,2024
SNAP_000121,2024-10-14,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,32,14,84,2,0,0,10,2024
SNAP_000122,2024-10-21,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,14,14,84,2,0,0,10,2024
SNAP_000123,2024-10-28,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,23,14,84,2,0,0,10,2024
SNAP_000124,2024-11-04,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,21,14,84,2,0,0,11,2024
SNAP_000125,2024-11-11,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,26,14,84,2,0,0,11,2024
SNAP_000126,2024-11-18,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,26,14,84,2,0,0,11,2024
SNAP_000127,2024-11-25,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,23,14,84,2,0,0,11,2024
SNAP_000128,2024-12-02,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,49,14,84,2,0,0,12,2024
SNAP_000129,2024-12-09,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,43,14,84,2,0,0,12,2024
SNAP_000130,2024-12-16,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,20,14,84,2,0,0,12,2024
SNAP_000131,2024-12-23,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,32,14,84,2,0,0,12,2024
SNAP_000132,2024-12-30,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,25,14,84,2,0,0,12,2024
SNAP_000133,2025-01-06,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,43,14,84,2,0,0,1,2025
SNAP_000134,2025-01-13,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,27,14,84,2,0,0,1,2025
SNAP_000135,2025-01-20,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,35,14,84,2,0,0,1,2025
SNAP_000136,2025-01-27,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,32,14,84,2,0,0,1,2025
SNAP_000137,2025-02-03,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,26,14,84,2,0,0,2,2025
SNAP_000138,2025-02-10,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,20,14,84,2,0,0,2,2025
SNAP_000139,2025-02-17,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,26,14,84,2,0,0,2,2025
SNAP_000140,2025-02-24,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,21,14,84,2,0,0,2,2025
SNAP_000141,2025-03-03,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,42,14,84,2,0,0,3,2025
SNAP_000142,2025-03-10,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,41,14,84,2,0,0,3,2025
SNAP_000143,2025-03-17,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,19,14,84,2,0,0,3,2025
SNAP_000144,2025-03-24,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,41,14,84,2,0,0,3,2025
SNAP_000145,2025-03-31,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,34,14,84,2,0,0,3,2025
SNAP_000146,2025-04-07,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,23,14,84,2,0,0,4,2025
SNAP_000147,2025-04-14,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,27,14,84,2,0,0,4,2025
SNAP_000148,2025-04-21,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,24,14,84,2,0,0,4,2025
SNAP_000149,2025-04-28,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,21,14,84,2,0,0,4,2025
SNAP_000150,2025-05-05,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,23,14,84,2,0,0,5,2025
SNAP_000151,2025-05-12,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,33,14,84,2,0,0,5,2025
SNAP_000152,2025-05-19,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,31,14,84,2,0,0,5,2025
SNAP_000153,2025-05-26,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,51,14,84,2,0,0,5,2025
SNAP_000154,2025-06-02,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,43,14,84,2,0,0,6,2025
SNAP_000155,2025-06-09,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,51,14,84,2,0,0,6,2025
SNAP_000156,2025-06-16,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,27,14,84,2,0,0,6,2025
SNAP_000157,2025-06-23,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,35,14,84,2,0,0,6,2025
SNAP_000158,2025-06-30,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_002,Sampler Pack with Pads,Sampler,32,14,84,2,0,0,6,2025
SNAP_000159,2024-01-01,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,54,20,120,2,0,0,1,2024
SNAP_000160,2024-01-08,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,49,20,120,2,0,0,1,2024
SNAP_000161,2024-01-15,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,47,20,120,2,0,0,1,2024
SNAP_000162,2024-01-22,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,51,20,120,2,0,0,1,2024
SNAP_000163,2024-01-29,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,59,20,120,2,0,0,1,2024
SNAP_000164,2024-02-05,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,30,20,120,2,0,0,2,2024
SNAP_000165,2024-02-12,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,33,20,120,2,0,0,2,2024
SNAP_000166,2024-02-19,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,34,20,120,2,0,0,2,2024
SNAP_000167,2024-02-26,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,44,20,120,2,0,0,2,2024
SNAP_000168,2024-03-04,DIST_01,NorthEast Hygiene Distributors,Delhi,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,40,20,120,2,0,0,3,2024
